,country,article_name,revision_id,article_quality_est.,population
32281,Jersey,John Le Couteur,795676915,C,
32342,Hondura,César Ham,795765167,Stub,
32373,Czech Republic,Karl Kautsky,795807571,C,
32374,Czech Republic,Karl von Czyhlarz,795809115,Stub,
32604,Saint Kitts and Nevis,Robert Llewellyn Bradshaw,796076948,C,
32618,Jersey,Jim Perchard,796095584,Start,
32620,"Congo, Dem. Rep. of",Freddy Matungulu,796099032,C,
32640,Salvadoran,Arturo Armando Molina,796131598,Stub,
32661,Faroese,Pauli Ellefsen,796170338,Start,
32662,Jersey,Bryan Ian Le Marquand,796170389,Start,
32663,Faroese,Rasmus Rasmussen (writer),796170437,C,
32673,Hondura,Mario Fernando Hernández,796180350,Start,
32688,Pitcairn Islands,Charles Richard Parkin Christian,796203049,Stub,
32689,Pitcairn Islands,Warren Clive Christian,796203180,Stub,
32690,Pitcairn Islands,Jay Warren,796203252,Start,
32732,Czech Republic,Václav Fresl,796253432,Stub,
32734,Swaziland,Dzeliwe of Swaziland,796256782,Start,
32761,Hondura,Eduardo Gauggel Rivas,796291215,Stub,
32782,Samoan,Ale Vena Ale,796309750,Stub,
32813,Cape Colony,Christoffel Brand,796352977,C,
32837,Samoan,Keneti Sio,796377891,Stub,
32867,Czech Republic,Josef Václav Frič,796403608,Start,
32991,Pitcairn Islands,Robert Alston,796592041,Stub,
32995,Hondura,Bernard Martínez Valerio,796597000,Start,
33035,Hondura,Felicito Ávila,796635107,Stub,
33046,Cape Colony,Henry Barkly,796646347,C,
33113,Hondura,Patricia Rodas,796709335,Start,
33129,East Timorese,Roque Rodrigues,796722416,Stub,
33158,Armenia,Hovik Jivanyan,796744496,,2956000.0
33165,Niuean,Togia Sioneholo,796747380,Stub,
33166,Czech Republic,Tomáš Zdechovský,796749458,C,
33169,Czech Republic,Andrea Češková,796751775,Stub,
33171,Czech Republic,Dana Kuchtová,796752629,Stub,
33178,United States,Stanford Morse,796758810,,329878000.0
33208,Czech Republic,Rudolf Margolius,796825099,C,
33273,East Timorese,Avelino Coelho da Silva,796886084,Stub,
33295,Dagestani,Sagid Murtazaliev,796896055,Start,
33353,Ossetian,Alla Dzhioyeva,796950389,C,
33431,Cape Colony,Lord Charles Somerset,797029963,Start,
33451,East Timorese,Manuel Tilman,797040695,Stub,
33462,Saint Kitts and Nevis,Simeon Daniel,797053483,Start,
33530,Salvadoran,Carlos Eugenio Vides Casanova,797151261,C,
33547,Ivorian,Charles Blé Goudé,797168824,C,
33566,Macedonia,Adnan Jashari,797194590,Start,
33567,Macedonia,Radmila Šekerinska,797194679,Start,
33577,Chechen,Akhmed Zakayev,797214106,B,
33595,Pitcairn Islands,Butterworth Stavely,797221428,Start,
33643,Chechen,Sheikh Mansur,797258871,Start,
33659,East Timorese,Isabel da Costa Ferreira,797279277,C,
33679,Cook Island,John Henry (Cook Islands politician),797303432,Stub,
33680,Cook Island,Geoffrey Henry,797303508,Start,
33681,Cook Island,Albert Henry (politician),797303536,C,
33696,Canada,Dan Hilton,797311794,,38190000.0
33697,Rhodesian,Roy Welensky,797314307,FA,
33730,"Congo, Dem. Rep. of",Emmanuel Dungia,797348410,C,
33748,Hondura,Carlos Humberto Reyes,797385790,Start,
33771,Rhodesian,Abel Muzorewa,797407618,C,
33796,"Congo, Dem. Rep. of",Munga Mibindo,797435100,Stub,
33799,East Timorese,Emília Pires,797438594,C,
33804,"Congo, Dem. Rep. of",Eric Lenge,797446004,Start,
33810,Faroese,Peter Mohr Dam,797450160,Stub,
33847,Faroese,Knút Wang,797493287,Start,
33849,Faroese,Sjúrður Skaale,797493405,C,
33854,Swaziland,Ben Nsibandze,797494822,Stub,
33864,Hondura,Carlos López Contreras,797499354,Stub,
33896,Czech Republic,František Ladislav Rieger,797539957,C,
33901,Rhodesian,Signatories of Rhodesia's Unilateral Declaration of Independence,797546082,Start,
34039,Hondura,Sadia Argueta,797677168,Stub,
34049,Hondura,Margarita Dabdoub Sikaffi,797684912,Start,
34058,Jersey,Andrew Green (Jersey politician),797693636,Stub,
34106,Cape Colony,Benjamin D'Urban,797735815,C,
34107,Ivorian,Sékou Sanogo,797736207,Stub,
34111,Ivorian,Paul Antoine Bohoun Bouabré,797737768,Start,
34119,Jersey,Geraint Jennings,797746493,Start,
34133,Niuean,Premier of Niue,797757076,Start,
34138,Saint Kitts and Nevis,List of Prime Ministers of Saint Kitts and Nevis,797760842,Start,
34139,Saint Lucian,List of Prime Ministers of Saint Lucia,797760898,Start,
34140,Saint Vincent and the Grenadines,List of Prime Ministers of Saint Vincent and the Grenadines,797760926,Start,
34141,Samoan,Prime Minister of Samoa,797760961,C,
34185,Omani,Yusuf bin Alawi bin Abdullah,797805284,Start,
34188,South Korean,Kim Chong-hoh,797806095,Stub,
34212,South Ossetian,Prime Minister of South Ossetia,797825875,Start,
34223,Czech Republic,Petr Mach,797842545,Start,
34251,Palauan,Akiko Sugiyama,797884160,Stub,
34270,Ukraine,Volodymyr Manzhosov,797902544,,41778000.0
34271,Swaziland,List of Prime Ministers of Swaziland,797904256,Start,
34280,Saint Lucian,Allan Louisy,797914672,Start,
34281,Saint Lucian,Allen Montgomery Lewis,797914793,Start,
34312,Omani,Samira bint Mohamed Al-Moosa,797947292,Stub,
34325,Saint Lucian,Boswell Williams,797970479,Stub,
34333,Cape Colony,John Charles Molteno,797978795,C,
34413,Azerbaijan,Misir Mardanov,798073295,,10108000.0
34473,Saint Lucian,George Charles,798164824,Start,
34477,Cape Colony,"George Macartney, 1st Earl Macartney",798165649,C,
34478,Saint Lucian,George Mallet,798165675,Start,
34482,Samoan,Tupua Tamasese Lealofi IV,798166885,Stub,
34483,Samoan,Tofilau Eti Alesana,798166951,Start,
34494,"Congo, Dem. Rep. of",Guy-Patrice Lumumba,798185563,Stub,
34530,East Timorese,Xanana Gusmão,798242613,C,
34532,Jersey,Ian Gorst,798244483,Start,
34556,Montserratian,"Government House, Montserrat",798265888,Start,
34583,South Korean,Chung Ho-yong,798295710,Stub,
34589,Salvadoran,Miguel Álvarez Castro,798306895,Stub,
34595,Guernsey,Daniel de Lisle Brock,798315235,C,
34609,East Timorese,José Luís Guterres,798334210,Start,
34677,Cape Colony,William Porter (Attorney General),798383131,C,
34678,Rhodesian,Jack Howman,798384751,Stub,
34682,Hondura,José Tomás Ponce,798394355,Stub,
34691,Hondura,Mary Elizabeth Flores,798401950,Start,
34744,Swaziland,Barnabas Sibusiso Dlamini,798454144,Start,
34747,"Congo, Dem. Rep. of",Joseph Kabila,798455633,GA,
34752,Hondura,José Cecilio del Valle,798460200,C,
34754,Salvadoran,José Guillermo García,798460321,Start,
34766,Saint Lucian,Julian Hunte,798468800,Start,
34809,"Congo, Dem. Rep. of",Kavidi Wivine N'Landu,798489264,Stub,
34818,Czech Republic,Jaroslava Moserová,798490261,Start,
34836,Rhodesian,Ethel Tawse Jollie,798492985,Start,
34841,Samoan,Aiono Fanaafi Le Tagaloa,798494387,Start,
34928,Chechen,Ali Mitayev,798580067,Start,
34977,South Korean,Lee Jae-myung,798611948,Stub,
34982,United States,Jesse Spikes,798615865,,329878000.0
35034,Abkhazia,Efrem Eshba,798644673,Stub,
35037,Czech Republic,Vávra Suk,798648973,Stub,
35059,Czech Republic,Vojtěch Náprstek,798686948,C,
35066,Somaliland,Dahir Riyale Kahin,798692052,Start,
35074,Czech Republic,Lubomír Štrougal,798705619,Start,
35104,Cape Colony,David Tennant (politician),798742813,C,
35123,Saint Kitts and Nevis,Kennedy Simmonds,798766032,Stub,
35141,Czech Republic,Jan Krejčí,798796793,B,
35151,Samoan,Le Tagaloa Pita,798807561,Start,
35168,India,Ramesh Chander Bidhan,798841317,,1400100000.0
35191,"Congo, Dem. Rep. of",Jeannot Bemba Saolona,798859637,Stub,
35198,Saint Vincent and the Grenadines,Ebenezer Joshua,798864996,Start,
35199,United Arab Emirates,Abdullah bin Mohammed Al Thani,798865216,,9778000.0
35245,Cyprus,Maria Hadjipavlou,798891126,,1207000.0
35258,Salvadoran,Marisol Argueta de Barillas,798896224,Start,
35328,Czech Republic,Radek John,798944631,Stub,
35329,United Kingdom,Kevin Malcolm Everett,798945915,,67160000.0
35331,"Congo, Dem. Rep. of",Medard Mulangala,798948484,C,
35334,Canada,Darcie Lanthier,798952867,,38190000.0
35347,East Timorese,Arsénio Bano,798969127,Stub,
35434,Saint Lucian,Morella Joseph,799034545,Stub,
35437,Iran,Morteza Kazemian,799036953,,84150000.0
35454,"Congo, Dem. Rep. of",Mpinga Kasenda,799044574,Stub,
35471,East Timorese,Nino Konis Santana,799059687,Stub,
35474,Ivorian,Léon Konan Koffi,799061508,Stub,
35504,South Korean,Lee Nak-hoon,799083872,C,
35598,Tokelauan,David Payton,799209983,Stub,
35609,Hondura,David Romero Ellner,799220342,Start,
35669,India,V. Sadasivan,799263010,,1400100000.0
35704,United States,Norm Wolfinger,799300265,,329878000.0
35705,Hondura,Norma Haydee Calderón,799300330,Stub,
35709,Czech Republic,Jan Jesenius,799301686,C,
35721,Montserratian,Donaldson Romeo,799317293,Start,
35731,"Congo, Dem. Rep. of",Fernand Kazadi,799328311,Start,
35733,"Congo, Dem. Rep. of",Antoine-Roger Bolamba,799328685,Stub,
35740,"Congo, Dem. Rep. of",Odette Babandoa Etoa,799331221,Start,
35743,Rhodesian,Alan David Butler,799332728,Start,
35748,South Ossetian,Leonid Tibilov,799335775,Start,
35751,Saint Kitts and Nevis,Timothy Harris,799339256,Start,
35754,Hondura,Olman Danery Maldonado,799341541,Stub,
35783,Cape Colony,Andries Stockenström,799373837,B,
35897,Cape Colony,"Sir Harry Smith, 1st Baronet",799472552,C,
35908,Ivorian,Paul Yao N'Dré,799484902,C,
35946,Jersey,George Carteret,799514955,C,
35972,"Congo, Dem. Rep. of",Monique Mukuna Mutombo,799533831,Start,
35987,Malaysia,Mohd Eekmal Ahmad,799540668,,32781000.0
35988,Omani,Moosa AbdulRahman Hassan,799540696,C,
36005,Rhodesian,Jack William Pithey,799548505,Start,
36006,Rhodesian,President of Rhodesia,799548556,C,
36009,Pitcairn Islands,Gerard Bromley Robert Christian,799551777,Stub,
36010,Pitcairn Islands,Ivan Christian,799551778,Stub,
36011,Pitcairn Islands,Pervis Ferris Young,799551779,Stub,
36012,Pitcairn Islands,Thursday October Christian II,799551780,Start,
36013,Pitcairn Islands,Brenda Christian,799551784,Start,
36050,East Timorese,President of East Timor,799570306,Start,
36091,Rhodesian,Denis Walker,799608339,C,
36099,Abkhazia,Garri Aiba,799618550,Start,
36226,Cook Island,Jim Marurai,799769949,C,
36307,Saint Lucian,Pearlette Louisy,799842307,C,
36330,Ivorian,Daniel Kablan Duncan,799873303,Start,
36344,Pakistan,Raja Muhammad Akbar Khan,799880073,,220940000.0
36380,"Congo, Dem. Rep. of",Ekila Liyonda,799913697,Start,
36387,Salvadoran,René Emilio Ponce,799918049,Stub,
36408,"Congo, Dem. Rep. of",Augustin Matata Ponyo,799930121,Start,
36411,Saint Kitts and Nevis,Ouboutou Tegremante,799930780,Stub,
36414,United States,Rich Eychaner,799933274,,329878000.0
36426,South Korean,Yoo Il-ho,799945764,Stub,
36462,Portugal,José Francisco Gomes Monteiro,799981363,,10255000.0
36547,Ireland,Michael McInerney,800072571,,5003000.0
36558,"Congo, Dem. Rep. of",Nkulu Mitumba Kilombo,800087105,Stub,
36590,Ivorian,Augustin Thiam,800116906,Start,
36614,Pitcairn Islands,Shawn Christian (mayor),800137512,Start,
36623,United States,Craig Huey,800144885,,329878000.0
36658,Cape Colony,Charles Henry Darling,800159179,Start,
36674,Hondura,Silvia Ayala,800166969,Stub,
36676,Ivorian,Simone Gbagbo,800169882,C,
36732,India,Abhimanyu Rao,800233652,,1400100000.0
36785,Saint Vincent and the Grenadines,James Fitz-Allen Mitchell,800257111,Start,
36787,South Korean,Park Young-sun,800258105,Start,
36948,"Congo, Dem. Rep. of",Laurent Nkunda,800298783,C,
36949,United States,Donald Jeffrey Large,800299837,,329878000.0
37056,Rhodesian,James Cowden,800407772,Stub,
37063,Rhodesian,Herbert Chitepo,800416336,C,
37135,Sweden,Dragan Klaric,800471126,,10377000.0
37148,Salvadoran,Guillermo Ungo,800478736,Stub,
37151,Rhodesian,Thomas Nangle,800479460,Start,
37164,South African Republic,"Statue of Paul Kruger, Church Square",800488968,Start,
37185,"Congo, Dem. Rep. of",Christophe Gbenye,800537411,Start,
37192,Czech Republic,Josef Ježek,800555146,Start,
37216,Pakistan,Bashir Ahmed Sarki,800574730,,220940000.0
37268,Hondura,Ricardo Álvarez Arias,800643446,Stub,
37273,Swaziland,Sotsha Dlamini,800650407,Stub,
37325,Saint Lucian,Stanislaus A. James,800680583,Start,
37341,Saint Lucian,Stephenson King,800696547,C,
37351,Bangladesh,Siddique Nazmul Alam,800707821,,169809000.0
37356,Jersey,Stuart Syvret,800714278,GA,
37375,Faroese,Høgni Hoydal,800723683,Start,
37403,Macedonia,Džordže Arsov,800739330,Start,
37416,Ivorian,Henriette Diabaté,800750399,Start,
37421,Czech Republic,Jana Bobošíková,800754664,Start,
37431,Cape Colony,John Paterson (Cape politician),800767317,C,
37471,Hungary,Vasyl Stefanyk,800802122,,9767000.0
37538,Saint Vincent and the Grenadines,Inga Rhonda King,800881284,Start,
37540,Czech Republic,Franz Anton von Kolowrat-Liebsteinsky,800883412,Start,
37563,South Korean,Kwon Young-ghil,800896932,Start,
37564,South Korean,In Jae-keun,800896981,Stub,
37589,Czech Republic,Viktor Dyk,800925236,C,
37590,Czech Republic,Alois Jirásek,800925518,C,
37657,Rhodesian,Timothy Stamps,800986051,C,
37698,Chechen,Turpal-Ali Atgeriyev,801036587,Start,
37718,Samoan,Aveau Niko Palamo,801057378,Stub,
37732,Saint Lucian,Edmund Estephane,801070713,Stub,
37745,South Ossetian,Eduard Kokoity,801087048,C,
37761,Saint Lucian,Vaughan Lewis,801096569,Start,
37779,"Congo, Dem. Rep. of",Minister of Defence (Democratic Republic of the Congo),801107444,Start,
37787,"Congo, Dem. Rep. of",Moïse Tshombe,801110165,C,
37789,"Congo, Dem. Rep. of",Godefroid Munongo,801112469,Start,
37833,Samoan,Mark Gosche,801142102,C,
37861,Jersey,Edward Trevor (Jersey),801172575,Start,
37865,Montserratian,Premier of Montserrat,801175821,Start,
37866,Samoan,Lauaki Namulauulu Mamoe,801175876,C,
37867,Pitcairn Islands,List of rulers of the Pitcairn Islands,801175970,Start,
37870,Iraq,Georges Sada,801177435,,39725000.0
37877,Samoan,Tufuga Efi,801182300,C,
37881,Samoan,Salamasina,801186581,Start,
37893,Hondura,Efraín Bu Girón,801194944,Stub,
37914,Samoan,Tupua Tamasese Meaʻole,801213484,Stub,
38049,Saint Lucian,Winston Cenac,801276622,Stub,
38058,Ivorian,Félix Houphouët-Boigny,801282263,B,
38062,Jersey,Philip Ozouf Jr,801284949,C,
38065,Saint Vincent and the Grenadines,Governor-General of Saint Vincent and the Grenadines,801288101,Start,
38096,United Kingdom,Anwara Ali,801306872,,67160000.0
38192,"Congo, Dem. Rep. of",Thomas Kanza,801348128,GA,
38193,Cape Colony,John X. Merriman,801351302,C,
38209,Omani,Abdullah Al Saidi,801364408,Stub,
38227,Tokelauan,Head of Government of Tokelau,801375710,Start,
38282,Hondura,Walter Antonio Chávez,801414837,Stub,
38286,Cape Colony,Mpilo Walter Benson Rubusana,801417570,Start,
38411,Hondura,Elvia Josefina Amador,801499755,Stub,
38457,Pakistan,Secular and Nationalist Jinnah,801536406,,220940000.0
38503,South Ossetian,Dmitry Sanakoyev,801560549,Start,
38507,Saint Lucian,Emma Hippolyte,801563305,Stub,
38509,India,Ambedkarism,801563949,,1400100000.0
38511,Samoan,Emma Kruse Va'ai,801564093,Start,
38512,Malta,Michael Briguglio,801566979,,522000.0
38516,Samoan,Tuilaepa Aiono Sailele Malielegaoi,801570141,C,
38548,Incan,Túpac Amaru,801587917,C,
38595,Tokelauan,Falima Teao,801630990,Stub,
38612,Faroese,Kristina Háfoss,801638146,Start,
38614,United Arab Emirates,Rashid bin Humaid Al Nuaimi (Ajman),801638735,,9778000.0
38658,United Kingdom,Abhijit Pandya,801696196,,67160000.0
38679,Rhodesian,Sam Levy,801716406,Start,
38681,Rhodesian,Humphrey Gibbs,801718040,C,
38721,Samoan,Tupua Tamasese,801746626,Stub,
38732,"Congo, Dem. Rep. of",Joseph Okito,801770255,Start,
38743,Rhodesian,P. K. van der Byl,801795215,FA,
38784,China,Ouyang Xiu,801835819,,1402385000.0
38799,Macedonia,Savo Klimovski,801846630,Stub,
38809,Cape Colony,Henry Hugh Clifford,801856640,C,
38831,Rhodesian,Clifford Dupont,801876681,C,
38832,South African Republic,Krugersdorp,801877418,C,
38900,Cape Colony,James Tennant Molteno,801935094,C,
38905,"Congo, Dem. Rep. of",President of the Democratic Republic of the Congo,801936063,C,
38916,Czech Republic,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",801939668,Start,
38922,Samoan,Tupua Tamasese Lealofi III,801944573,Start,
38937,"Congo, Dem. Rep. of",Alexis Thambwe Mwamba,801968131,Start,
38948,Czech Republic,Adriana Krnáčová,801972898,Start,
38982,Hondura,Marlon Tábora Muñoz,802009929,C,
38984,Samoan,Olaf Frederick Nelson,802011301,Start,
38987,Czech Republic,Ondřej Liška,802013967,Stub,
39001,Abkhazia,Zhiuli Shartava,802029007,Start,
39017,Ivorian,List of heads of government of Ivory Coast,802048749,Start,
39026,Czech Republic,Marcel Chládek,802054500,Stub,
39027,Czech Republic,Miroslava Kopicová,802055280,Stub,
39028,Czech Republic,Milan Chovanec,802060218,Stub,
39029,Czech Republic,František Bublan,802060471,Stub,
39034,Czech Republic,Jiří Dienstbier Jr.,802069244,C,
39041,East Timorese,Estanislau da Silva,802072802,C,
39044,Salvadoran,Antonio Saca,802075785,C,
39113,Pakistan,Ali Asghar Khan (politician),802148439,,220940000.0
39117,Swaziland,Labotsibeni Mdluli,802149787,C,
39121,Rhodesian,Lance Smith (politician),802151785,GA,
39123,"Congo, Dem. Rep. of",Alphonse Songolo,802154801,C,
39157,"Congo, Dem. Rep. of",List of heads of state of the Democratic Republic of the Congo,802197658,Start,
39169,Samoan,Va'aletoa Sualauvi II,802218035,Start,
39206,Saint Kitts and Nevis,Eustace John,802273418,Stub,
39228,United States,List of politicians on Veep,802302246,,329878000.0
39254,Omani,Said bin Taimur,802317488,C,
39293,Czech Republic,Táňa Fischerová,802360196,C,
39298,Czech Republic,Václav Jehlička,802365998,Stub,
39305,Ivorian,Michel Amani N'Guessan,802374350,Stub,
39336,Guernsey,Richard Weston (treasurer),802409654,C,
39337,"Congo, Dem. Rep. of",Jules Mutebusi,802411491,Start,
39350,Czech Republic,Viliam Široký,802416926,Stub,
39478,Ireland,Daniel O'Neill (Royalist),802445176,,5003000.0
39550,Indonesia,Ananda Syahendar Perdana,802475516,,271739000.0
39552,Faroese,Sirið Stenberg,802476681,Start,
39580,Faroese,Eyðgunn Samuelsen,802515495,Start,
39584,Afghanistan,Ezatullah Mujahid,802515929,,38928000.0
39605,Czech Republic,Miroslav Lidinský,802531379,Start,
39608,Jersey,Peter Crill,802532217,C,
39755,Chechen,Akhmad Kadyrov,802665757,C,
39849,South Korean,Kang Kum-sil,802728876,Stub,
39895,Poland,Maciej Filip Zegarski,802765034,,38368000.0
39896,East Timorese,José Ramos-Horta,802765398,C,
39960,Czech Republic,Petr Cibulka,802834939,Start,
39987,Samoan,Faumuina Tiatia Liuga,802850235,Start,
40025,Czech Republic,Anna Šabatová,802875800,Stub,
40029,South Ossetian,Vadim Brovtsev,802882186,GA,
40037,Ivorian,Jeanne Gervais,802893546,Stub,
40038,Ivorian,Gladys Anoma,802893568,Stub,
40042,Ivorian,Bernard Binlin Dadié,802904214,,
40046,Jersey,"John Carteret, 2nd Earl Granville",802912550,C,
40071,Faroese,Edva Jacobsen,802925425,Stub,
40076,Rhodesian,Desmond Lardner-Burke,802930161,B,
40092,Myanmar,Than Htay,802937732,,54704000.0
40101,Salvadoran,Hugo Lindo,802944082,Start,
40106,Chechen,Dzhokhar Dudayev,802950350,C,
40108,Hondura,Marco Aurelio Soto,802955117,Start,
40112,South Korean,Park Yong-ok,802955917,Stub,
40154,Abkhazia,Yuri Voronov,803018106,Stub,
40180,East Timorese,Fernando de Araújo (East Timorese politician),803043434,C,
40237,Macedonia,Alajdin Demiri,803102189,Stub,
40275,Faroese,Aksel V. Johannesen,803145744,Start,
40307,Chechen,Ilyas Akhmadov,803177211,Start,
40308,Cape Colony,Leander Starr Jameson,803177433,C,
40401,Cape Colony,Henry Bartle Frere,803288472,B,
40417,Cape Colony,"Hercules Robinson, 1st Baron Rosmead",803303116,C,
40444,Czech Republic,Adolph Aloys von Braun,803332354,C,
40447,"Congo, Dem. Rep. of",Pierre Mulele,803335436,C,
40488,South Korean,Jeon Hye-sook,803383030,Stub,
40493,Niuean,Toke Talagi,803392432,C,
40510,Ukraine,Anatoliy Peshko,803413615,,41778000.0
40517,Jersey,Darius J. Pearce,803416400,C,
40529,"Congo, Dem. Rep. of",Kasongo Munganga,803421580,C,
40547,Czech Republic,Dana Bérová,803438779,Stub,
40581,Chechen,Ruslan Gelayev,803469952,B,
40594,United States,Kevin Hardwick,803484030,,329878000.0
40697,Incan,Pachacuti,803601556,C,
40704,Dagestani,Head of the Republic of Dagestan,803611453,Start,
40714,East Timorese,Taur Matan Ruak,803615826,C,
40717,Cape Colony,"Henry Loch, 1st Baron Loch",803618569,C,
40720,Rhodesian,John Bredenkamp,803620246,C,
40752,Faroese,Djóni í Geil,803656387,Start,
40755,Czech Republic,František Palacký,803658529,C,
40761,East Timorese,Lúcia Lobato,803664269,Start,
40772,Salvadoran,Schafik Handal,803674894,Start,
40800,Czech Republic,Miroslav Kostelka,803709959,Stub,
40820,Saint Lucian,John Compton,803737879,B,
40902,Canada,David Sparrow,803784385,,38190000.0
40911,Czech Republic,Martin Barták,803793256,Stub,
40913,Czech Republic,Karolína Peake,803794383,Start,
40921,Hondura,Arnoldo José Avilés García,803808871,Stub,
40938,Ivorian,Robert Guéï,803820918,Start,
40941,Ivorian,List of heads of state of Ivory Coast,803821448,Start,
40955,Hondura,Coronado Chávez,803835401,Stub,
40957,Hondura,Florencio Xatruch,803835755,Start,
40958,Hondura,Ramón Villeda Morales,803836305,Start,
40959,Hondura,Roberto Suazo Córdova,803836472,Stub,
40960,Hondura,Rafael Leonardo Callejas Romero,803836551,C,
40961,South Korean,Kim Un-yong,803838269,Start,
41031,Cape Colony,Francis Dundas,803908887,Start,
41041,Saint Lucian,Kenny Anthony,803917686,C,
41059,Salvadoran,Ana Vilma de Escobar,803927035,C,
41080,Omani,"Faisal bin Turki, Sultan of Muscat and Oman",803929525,Start,
41110,Ivorian,Francis Wodié,803941004,C,
41136,East Timorese,Francisco Xavier do Amaral,803969836,C,
41168,Czech Republic,Petr Ježek,803983301,Start,
41204,Niuean,Frank Lui,804027488,Start,
41215,Rhodesian,Frank Rhodes (British Army officer),804040348,Start,
41237,Switzerland,Iftikhar Ahmed (Swiss lawmaker),804057093,,8634000.0
41270,Saint Kitts and Nevis,Denzil Douglas,804081241,Start,
41299,Czech Republic,František Udržal,804093764,Stub,
41307,Rhodesian,Ernest Lucas Guest,804101492,FA,
41319,Ivorian,List of vice-presidents of Ivory Coast,804108433,Stub,
41331,Brazil,João Victor Guedes,804118645,,211812000.0
41342,Hondura,Vicente Mejía Colindres,804127803,Stub,
41343,Hondura,Miguel Paz Barahona,804127877,Stub,
41344,Hondura,Rafael López Gutiérrez,804128734,Stub,
41346,Hondura,Francisco Bertrand,804129698,Stub,
41347,Hondura,Miguel R. Dávila,804130200,Stub,
41348,Hondura,Manuel Bonilla,804130440,Stub,
41351,Hondura,Terencio Sierra,804131272,Stub,
41352,Hondura,Policarpo Bonilla,804131604,Start,
41354,Hondura,Ponciano Leiva,804131948,Stub,
41358,Hondura,José María Medina,804133123,Start,
41359,Hondura,José Santos Guardiola,804133555,Start,
41360,Salvadoran,Juan Lindo,804134156,Start,
41363,Hondura,José Lino Matute,804138803,Stub,
41364,Hondura,José Santiago Bueso,804139010,Stub,
41365,Hondura,Francisco de Aguilar (politician),804139208,Stub,
41366,Hondura,José Francisco Montes,804139258,Stub,
41368,Hondura,Victoriano Castellanos,804139730,Start,
41369,Hondura,Francisco Inestroza,804139800,Stub,
41370,Hondura,Francisco Cruz Castro,804139868,Stub,
41371,Hondura,Marcelino Mejía,804140099,Stub,
41372,Hondura,Crescencio Gómez,804140159,Stub,
41373,Hondura,Miguel Oquelí Bustillo,804140314,Stub,
41374,Hondura,Francisco Bueso,804140447,Stub,
41379,Somaliland,Adan Ahmed Elmi,804143605,Stub,
41395,India,Kampa Borgoyary,804158476,,1400100000.0
41400,Saint Vincent and the Grenadines,Ralph Gonsalves,804164057,C,
41432,"Congo, Dem. Rep. of",Joseph Kasa-Vubu,804197745,GA,
41500,South African Republic,Ben Viljoen,804250196,C,
41534,Chechen,President of Ichkeria,804275742,Start,
41536,Chechen,Said-Khasanom Abumuslimov,804276832,Stub,
41537,Chechen,Vakha Arsanov,804276940,C,
41538,Cape Colony,Lowry Cole,804277547,Start,
41539,Chechen,Shamil Basayev,804277603,B,
41540,Chechen,Supyan Abdullayev,804277842,Start,
41547,Chechen,Zelimkhan Yandarbiyev,804279009,C,
41548,Chechen,Aslan Maskhadov,804279119,C,
41549,Chechen,Abdul-Halim Sadulayev,804279165,C,
41550,Chechen,Dokka Umarov,804279341,B,
41577,Samoan,Malietoa Tanumafili II,804303257,C,
41647,"Congo, Dem. Rep. of",Frédéric Kibassa Maliba,804359582,GA,
41654,Cape Colony,"Sir David Baird, 1st Baronet",804362436,C,
41663,Jersey,Alan Simon Crowcroft,804372746,Start,
41669,Samoan,Fuimaono Naoia Tei,804379271,Stub,
41670,Samoan,Fuiono Senio,804379277,Stub,
41708,Faroese,Elsebeth Mercedis Gunnleygsdóttur,804422035,Stub,
41772,Italy,Lucia Lucchesi-Ghiselli,804473605,,60296000.0
41800,Cape Colony,James Rose Innes,804497413,GA,
41843,Incan,Túpac Katari,804527512,C,
41846,Salvadoran,Mauricio Funes,804528819,GA,
41851,Guernsey,Havilland de Sausmarez,804532628,Start,
41863,Salvadoran,Vice President of El Salvador,804538892,Start,
41888,Chechen,Tapa Tchermoeff,804557776,Start,
41899,Czech Republic,Václav Havel,804569724,C,
41915,Czech Republic,Pavel Fischer,804582256,Stub,
41922,"Congo, Dem. Rep. of",Tabu Ley Rochereau,804587534,GA,
41923,Hondura,Gabriela Nuñez,804587565,Start,
41930,Czech Republic,Eva Tylová,804591494,Stub,
41943,Salvadoran,Francisco Flores Pérez,804606321,C,
41949,Ossetian,Vyacheslav Bitarov,804609656,Stub,
41950,Ossetian,Tamerlan Aguzarov,804609900,Stub,
41973,Macedonia,President of Macedonia,804647547,C,
41980,Rhodesian,Godfrey Chidyausiku,804650400,Start,
41983,Swaziland,Tsandzile Dlamini,804656330,Start,
42026,United Kingdom,Lib Peck,804697858,,67160000.0
42041,"Congo, Dem. Rep. of",Leonard Mashako Mamba,804709167,Stub,
42043,South African Republic,Krugerrand,804713000,C,
42045,Czech Republic,Dana Jurásková,804715205,Stub,
42046,Czech Republic,Svatopluk Němeček,804715467,Stub,
42080,Rhodesian,Richard Hope Hall,804743937,GA,
42090,Macedonia,Kiro Gligorov,804752356,C,
42121,United States,Dudley–Winthrop family,804791599,,329878000.0
42137,Rhodesian,Crosaire,804806363,Start,
42144,Salvadoran,José Napoleón Duarte,804809409,C,
42156,South Korean,Sim Sang-jung,804816596,C,
42158,South Korean,Kim So-yeon (activist),804817210,C,
42167,Czech Republic,Richard Brabec,804820949,Stub,
42213,Saint Kitts and Nevis,Governor-General of Saint Kitts and Nevis,804862608,Start,
