,country,article_name,article_quality_est.,population
38647,Armenia,Artashes Abeghyan,Stub,2956000.0
38648,Denmark,Erik Bo Andersen,GA,5829000.0
38649,France,Tristan de L'Angle Beaumanoir,Stub,64940000.0
38650,France,Typhanie Degois,Start,64940000.0
38651,Bangladesh,M. A. Aziz,Start,169809000.0
38652,Finland,Reino Ragnar Lehto,Stub,5529000.0
38653,France,Jacques Marilossian,Stub,64940000.0
38654,France,Yvonne de Gaulle,Stub,64940000.0
38655,Belgium,Herman Van Rompuy,B,11515000.0
38656,Mexico,Norma Sánchez Romero,Stub,127792000.0
38657,United Kingdom,Miriam González Durántez,C,67160000.0
38659,Australia,Kirstie Marshall,C,25754000.0
38660,Malta,Francis Zammit Dimech,Stub,522000.0
38661,Indonesia,Dita Indah Sari,Stub,271739000.0
38662,India,Mazhar Ali Azhar,Stub,1400100000.0
38663,Bangladesh,M Hossain Ali,Start,169809000.0
38664,Malaysia,Wong Chen,Start,32781000.0
38665,Philippines,Cristina Gonzales,Start,109581000.0
38666,Philippines,Jose Mari Gonzales,Start,109581000.0
38667,Australia,Ron Clarke,GA,25754000.0
38668,"Korea, South",Pak Yong-sik,Start,51781000.0
38669,Vietnam,Lê Văn Hoạch,Stub,96209000.0
38670,Portugal,Humberto Delgado,C,10255000.0
38671,United States,Monique Dorsainvil,Start,329878000.0
38672,Central African Republic,Enoch Derant Lakoué,Start,4830000.0
38673,Ghana,Enoch Teye Mensah,Start,31073000.0
38674,Pakistan,Ghinwa Bhutto,Start,220940000.0
38675,United States,Norm Coleman,B,329878000.0
38676,Azerbaijan,Elchin Guliyev,Start,10108000.0
38677,France,Michel Rocard,C,64940000.0
38678,Malta,George Vella,Start,522000.0
38680,Philippines,Kata Inocencio,Start,109581000.0
38682,Nicaragua,Diego Manuel Chamorro,Start,6596000.0
38683,Canada,Red Kelly,C,38190000.0
38684,Bolivia,Enrique Baldivieso,Stub,11633000.0
38685,Vietnam,Phạm Văn Trà,Stub,96209000.0
38686,Philippines,Benasing Macarambon,Stub,109581000.0
38687,Peru,Enrique Falconí Mejía,Stub,32824000.0
38688,Ghana,Sulemana Alhassan,Stub,31073000.0
38689,Peru,Enrique Javier Cornejo Ramirez,Stub,32824000.0
38690,Ireland,John McCallister,C,5003000.0
38691,South Africa,Tony Yengeni,C,59628000.0
38692,Egypt,Mohammad Farid,Start,100803000.0
38693,Venezuela,Enrique Mendoza,Stub,28645000.0
38694,China,Gu Yong,Start,1402385000.0
38695,Philippines,Enrique Ona,Start,109581000.0
38696,Ecuador,María Fernanda Espinosa,C,17511000.0
38697,Argentina,Enrique Pérez Colman,Stub,45377000.0
38698,Liberia,John Hanson (Liberia),Stub,5058000.0
38699,Singapore,Amrin Amin,Start,5769000.0
38700,Portugal,Carlos César,C,10255000.0
38701,Portugal,Domingos Abrantes,Stub,10255000.0
38702,Singapore,Edwin Tong,Start,5769000.0
38703,Egypt,Ahmad Mazlum,Stub,100803000.0
38704,Iran,Death and state funeral of Akbar Hashemi Rafsanjani,C,84150000.0
38705,Ecuador,Jaime Hurtado,C,17511000.0
38706,Russia,Gavriil Kharitonovich Popov,Start,146733000.0
38707,Chile,José Piñera,C,19470000.0
38708,United States,John Francis Wheaton,B,329878000.0
38709,Vietnam,Ngô Xuân Lịch,C,96209000.0
38710,Portugal,Eduardo Ferro Rodrigues,Start,10255000.0
38711,Tunisia,Omezzine Khelifa,Start,11896000.0
38712,United States,Nancy Kulp,GA,329878000.0
38713,China,Xue Zong,Start,1402385000.0
38714,Iran,Mohammad Beheshti,C,84150000.0
38715,Turkey,Sheikh Said,Start,83737000.0
38716,Bahrain,Salman bin Hamad Al Khalifa I,Start,1465000.0
38717,Somalia,Ahmed Elmi Osman,Start,15893000.0
38718,Taiwan,Angie Chen Button,C,23610000.0
38719,South Sudan,William Deng Nhial,C,11194000.0
38720,Burundi,Vénérand Bakevyumusaya,Stub,11866000.0
38722,Belarus,Alena Kupchyna,Start,9375000.0
38723,Marshall Islands,Minister in Assistance to the President of Marshall Islands,Stub,57000.0
38724,China,Cheng Kai-nam,Stub,1402385000.0
38725,Poland,Małgorzata Gryniewicz,C,38368000.0
38726,Myanmar,Fazal Ahmed,Start,54704000.0
38727,Myanmar,Chit Lwin Ebrahim,Start,54704000.0
38728,Myanmar,Abul Khair (legislator),Start,54704000.0
38729,Spain,Cabildo (council),C,47635000.0
38730,United States,Roy Cohn,GA,329878000.0
38731,Ireland,James Daly (Irish Land League),B,5003000.0
38733,Kazakhstan,Viktor Khrapunov,C,18732000.0
38734,Chile,Adriana Delpiano,Start,19470000.0
38735,Germany,Bruno Apitz,Start,83300000.0
38736,Iran,Mahmoud Farshidi,Stub,84150000.0
38737,Liberia,E. Reginald Townsend,C,5058000.0
38738,Poland,Mariusz Kazana,Stub,38368000.0
38739,Argentina,Enzo Bordabehere,Start,45377000.0
38740,Germany,Friedrich Wolf (writer),C,83300000.0
38741,Italy,Alessandra Mussolini,GA,60296000.0
38742,Italy,Emanuele Fiano,Start,60296000.0
38744,Tajikistan,List of Chairmen of Gorno-Badakhshan Autonomous Province,Stub,9429000.0
38745,Russia,List of presidents of Russia,C,146733000.0
38746,United States,Hiram Gill,C,329878000.0
38747,Colombia,Íngrid Betancourt,C,49444000.0
38748,Moldova,Ion Hadârcă,Start,3535000.0
38749,Israel,Yitzhak Rabin,FA,9216000.0
38750,Italy,Francesco Ferdinando d'Ávalos,Stub,60296000.0
38751,France,Charles de Freycinet,C,64940000.0
38752,South Africa,Harry Schwarz,GA,59628000.0
38753,Canada,Mel Hurtig,C,38190000.0
38754,Malawi,Ephraim Chiume,Stub,19130000.0
38755,France,Henri Carette,Stub,64940000.0
38756,Cameroon,Ephraïm Inoni,C,26598000.0
38757,Laos,Thongloun Sisoulith,Start,7242000.0
38758,Ukraine,"All-Ukrainian Union ""Fatherland""",GA,41778000.0
38759,Italy,Carlo Giovanardi,C,60296000.0
38760,United States,Steve Novick,C,329878000.0
38761,Israel,Tsega Melaku,C,9216000.0
38762,Philippines,Marcelino Teodoro,Start,109581000.0
38763,Sri Lanka,H. R. Wimalasiri,Stub,21937000.0
38764,Russia,Oleg Mitvol,Start,146733000.0
38765,Taiwan,George Yeh,Stub,23610000.0
38766,Ecuador,José Plácido Caamaño,Start,17511000.0
38767,Ecuador,Leónidas Plaza,Stub,17511000.0
38768,Montenegro,Veljko Milatović,Start,622000.0
38769,Kosovo,Ragip Jashari,Stub,1791000.0
38770,Ecuador,Lizardo García,Stub,17511000.0
38771,Kosovo,Mahir Yağcılar,Stub,1791000.0
38772,Azerbaijan,Yusif Vazir Chamanzaminli,B,10108000.0
38773,Portugal,Fernando Nogueira,C,10255000.0
38774,South Sudan,Samuel Suba,Stub,11194000.0
38775,Lithuania,Julius Beinortas,Stub,2794000.0
38776,Albania,Liri Belishova,Start,2838000.0
38777,China,Yu Hung-chun,Stub,1402385000.0
38778,Canada,Izzy Asper,C,38190000.0
38779,India,C. N. Annadurai,B,1400100000.0
38780,Sri Lanka,Ranasinghe Premadasa,C,21937000.0
38781,Ghana,"MPs elected in the Ghanaian parliamentary election, 2004",B,31073000.0
38782,"Korea, South",Shin Seong-il,C,51781000.0
38783,Congo,Marien Ngouabi,C,5518000.0
38785,Uganda,Augustine Nshimye,Start,45741000.0
38786,Sierra Leone,I. T. A. Wallace-Johnson,FA,7977000.0
38787,United States,Janet H. Brown,Stub,329878000.0
38788,Canada,Adam Olsen,Stub,38190000.0
38789,Pakistan,Ahmad Raza Khan Kasuri,Start,220940000.0
38790,Vietnam,Nguyễn Văn Lực,Stub,96209000.0
38791,Congo,Denis Sassou Nguesso,C,5518000.0
38792,Malaysia,Er Teck Hwa,Start,32781000.0
38793,Djibouti,List of Djiboutian politicians,Stub,988000.0
38794,Netherlands,Tara Singh Varma,C,17467000.0
38795,Kenya,Erastus J. O. Mwencha,Stub,53528000.0
38796,Namibia,Erastus Uutoni,Stub,2541000.0
38797,United States,Gary Loftus,Stub,329878000.0
38798,United Kingdom,Andrew Percy,C,67160000.0
38800,Indonesia,Ali Sadikin,B,271739000.0
38801,Mali,Mamadou Blaise Sangaré,Stub,20251000.0
38802,Latvia,Valdis Zatlers,C,1902000.0
38803,India,Vinayak Mete,Stub,1400100000.0
38804,India,Amar Shankar Sable,Stub,1400100000.0
38805,Papua New Guinea,John Tabinaman,Start,8950000.0
38806,India,Nagam Janardhan Reddy,Stub,1400100000.0
38807,United Kingdom,"Arthur Cockfield, Baron Cockfield",Start,67160000.0
38808,South Sudan,Mary Boyoi,Start,11194000.0
38810,India,Ajay Sancheti,Start,1400100000.0
38811,South Africa,George Morris Sutton,Start,59628000.0
38812,Iran,Laya Joneydi,Stub,84150000.0
38813,Serbia,Obren Joksimović,Stub,6957000.0
38814,Australia,John McInnes (politician),Start,25754000.0
38815,Taiwan,Hsieh Shou-shing,Stub,23610000.0
38816,Malaysia,Nur Jazlan Mohamed,C,32781000.0
38817,Cameroon,Augustin Frédéric Kodock,C,26598000.0
38818,Kosovo,Bajram Kosumi,Start,1791000.0
38819,United Kingdom,Patricia Richardson (politician),Start,67160000.0
38820,Greece,Giannis Ioannidis,Start,10700000.0
38821,Palestinian Territory,Raghib al-Nashashibi,Start,5008000.0
38822,India,Fazl-i-Hussain,Start,1400100000.0
38823,Philippines,Sultan Muliloda Datumulok,C,109581000.0
38824,Malaysia,Tan Chee Khoon,C,32781000.0
38825,Malaysia,Tan Kee Kwong,C,32781000.0
38826,Sweden,Anders Wijkman,Start,10377000.0
38827,Greece,Vasilis Kikilias,Start,10700000.0
38828,Uganda,Ibrahim Ssemujju Nganda,Start,45741000.0
38829,Togo,Eric Kpadé,Start,8279000.0
38830,Solomon Islands,Eric Lawson (politician),Start,715000.0
38833,Nigeria,Dum Dekor,Stub,206140000.0
38834,Italy,Laura Boldrini,C,60296000.0
38835,United States,Tom Dennison (political boss),C,329878000.0
38836,Singapore,Tharman Shanmugaratnam,GA,5769000.0
38837,India,Jagat Singh Mehta,Stub,1400100000.0
38838,Brazil,Eduardo Braga,Stub,211812000.0
38839,Portugal,Narana Coissoró,Start,10255000.0
38840,China,Chen Tai,C,1402385000.0
38841,Egypt,Jehan Sadat,C,100803000.0
38842,United States,Sheffield Nelson,Start,329878000.0
38843,Australia,Women and government in Australia,C,25754000.0
38844,Sri Lanka,Eric Prasanna Weerawardena,Stub,21937000.0
38845,Laos,Soulivong Daravong,Stub,7242000.0
38846,Canada,Eric Robinson (Canadian politician),Start,38190000.0
38847,Netherlands,Attje Kuiken,Start,17467000.0
38848,Ireland,Ruairí Ó Brádaigh,C,5003000.0
38849,Myanmar,Shwe Maung (politician),Start,54704000.0
38850,Gambia,Vice-President of the Gambia,Start,2417000.0
38851,Gambia,Isatou Njie-Saidy,Start,2417000.0
38852,United Kingdom,Charles Allen (Liberal politician),C,67160000.0
38853,Iraq,Ali al-Qaradaghi,Start,39725000.0
38854,Germany,Alexandra Prinzessin von Hannover,Start,83300000.0
38855,Iran,Ali Espahbodi,Stub,84150000.0
38856,Cuba,Armando Hart,Start,11281000.0
38857,Cuba,Fernando Heydrich,Start,11281000.0
38858,Australia,List of female heads of government in Australia,C,25754000.0
38859,Netherlands,Erica Terpstra,C,17467000.0
38860,China,Erica Yuen,Start,1402385000.0
38861,China,Wei Zhao (Three Kingdoms),Start,1402385000.0
38862,China,Hua He,Stub,1402385000.0
38863,Ghana,Joseph Osei Owusu,Stub,31073000.0
38864,Guatemala,José Milla y Vidaurre,GA,18066000.0
38865,Guinea,Fodéba Keïta,C,12560000.0
38866,Haiti,Demesvar Delorme,Start,11403000.0
38867,Haiti,Fernand Hibbert,Stub,11403000.0
38868,Haiti,Jacques Roumain,C,11403000.0
38869,Spain,Elena Arnedo,Stub,47635000.0
38870,Iran,Kamal Habibollahi,Start,84150000.0
38871,Myanmar,Than Nyun,Start,54704000.0
38872,China,Khön clan of Sakya,Start,1402385000.0
38873,Madagascar,Arinosy Jacques Razafimbelo,Stub,27691000.0
38874,Ghana,J. E. Casely Hayford,C,31073000.0
38875,France,Louis Barthou,C,64940000.0
38876,Bangladesh,Asaduzzaman Noor,C,169809000.0
38877,Nigeria,Otunba Akin Alabi,Start,206140000.0
38878,Ghana,Bede Ziedeng,Stub,31073000.0
38879,Azerbaijan,Havva Mammadova,Start,10108000.0
38880,Colombia,Belisario Betancur,C,49444000.0
38881,Iran,Ali Yousefpour,Stub,84150000.0
38882,Iran,Ali-Asghar Zarei,Stub,84150000.0
38883,Afghanistan,Ali Mohammad,Stub,38928000.0
38884,Iran,Reza Rasouli,Stub,84150000.0
38885,Iran,Alireza Afshar,Stub,84150000.0
38886,Burundi,Ntare V of Burundi,C,11866000.0
38887,Mongolia,Natsagiin Bagabandi,Stub,3361000.0
38888,Gambia,Louise N'Jie,C,2417000.0
38889,Liberia,Anthony W. Gardiner,Start,5058000.0
38890,Mongolia,Tsendiin Nyamdorj,Start,3361000.0
38891,Mongolia,Damdiny Demberel,Start,3361000.0
38892,United States,Christopher Morgan (politician),Start,329878000.0
38893,Hungary,István Horváth,Stub,9767000.0
38894,Venezuela,Iris Varela,Start,28645000.0
38895,Mongolia,Punsalmaagiin Ochirbat,C,3361000.0
38896,Monaco,Paul Masseron,Start,38000.0
38897,Serbia,Arsenije Sečujac,Start,6957000.0
38898,Venezuela,Freddy Bernal,Start,28645000.0
38899,South Africa,Willem Doman,Start,59628000.0
38901,Pakistan,Mian Aminuddin,Stub,220940000.0
38902,China,Shi Liang (politician),Stub,1402385000.0
38903,Philippines,Timmy Chipeco,Start,109581000.0
38904,Comoros,Azali Assoumani,Start,870000.0
38906,Afghanistan,Abdul Jabbar Naeemi,Stub,38928000.0
38907,Serbia,Božidar Delić,Stub,6957000.0
38908,Cuba,Miguel Mariano Gómez,Start,11281000.0
38909,Afghanistan,Rahmatullah Nabil,Start,38928000.0
38910,Gabon,List of Presidents of Gabon,Start,2231000.0
38911,Gabon,Pierre Claver Maganga Moussavou,Start,2231000.0
38912,Gabon,Léon M'ba,B,2231000.0
38913,Gabon,Ali Bongo Ondimba,GA,2231000.0
38914,Kazakhstan,Yerik Asanbayev,Start,18732000.0
38915,Albania,Sylejman Selimi,Start,2838000.0
38917,Armenia,Gegham Gharibjanian,C,2956000.0
38918,United States,Barry Peterson (Idaho),Start,329878000.0
38919,Brazil,Maria do Carmo Alves,Stub,211812000.0
38920,Nepal,Women's representation in the Parliament of Nepal,C,29996000.0
38921,Sri Lanka,Women in the Sri Lankan Parliament,B,21937000.0
38923,Finland,Erkki Pystynen,Stub,5529000.0
38924,Kazakhstan,Erlan Idrissov,C,18732000.0
38925,Belgium,Erland Pison,Stub,11515000.0
38926,Norway,Erling Lae,Stub,5387000.0
38927,Hungary,György Baloghy,Stub,9767000.0
38928,Dominican Republic,Jack Veneno,C,10500000.0
38929,Australia,Paul Osborne,C,25754000.0
38930,China,Zeng Qinghong (female),Start,1402385000.0
38931,Canada,Vivienne Poy,Start,38190000.0
38932,Pakistan,Babu Muhammad Rafique,Stub,220940000.0
38933,Tajikistan,Otakhon Latifi,Start,9429000.0
38934,Myanmar,Than Nyein,Start,54704000.0
38935,Vietnam,Trần Văn Khiêm,Start,96209000.0
38936,Guatemala,Mariano de Aycinena y Piñol,GA,18066000.0
38938,Guatemala,Juan José de Aycinena y Piñol,C,18066000.0
38939,United States,Tom Schweich,C,329878000.0
38940,Australia,Martin Collaton,Stub,25754000.0
38941,India,Altaf Bukhari,Stub,1400100000.0
38942,Australia,Thomas Edwards (Australian politician),Stub,25754000.0
38943,Australia,Robert Hunter (Australian politician),Stub,25754000.0
38944,Australia,Clement Collins,Stub,25754000.0
38945,Argentina,Martha Mercader,Stub,45377000.0
38946,Kyrgyzstan,Zamira Sydykova,Start,6594000.0
38947,Nicaragua,Ernesto Leal,Start,6596000.0
38949,Brazil,Aurélio de Lira Tavares,Stub,211812000.0
38950,Hungary,Tamás Eszes (politician),Stub,9767000.0
38951,Venezuela,Ernesto Villegas,Start,28645000.0
38952,France,François-Xavier Ortoli,Start,64940000.0
38953,Botswana,Barbara Mogae,Start,2317000.0
38954,Germany,Ernst Bollmann,Stub,83300000.0
38955,Bosnia-Herzegovina,Lidija Bradara,Stub,3281000.0
38956,China,Tsang Tak-sing,C,1402385000.0
38957,Finland,Ernst Nevanlinna,Stub,5529000.0
38958,United Kingdom,Bruce Greatbatch,Stub,67160000.0
38959,Egypt,Muhammad Hamid Abu al-Nasr,Stub,100803000.0
38960,China,Tang campaigns against Karasahr,C,1402385000.0
38961,India,List of politicians from Bihar,Start,1400100000.0
38962,Indonesia,Eros Djarot,C,271739000.0
38963,Canada,Marvin Rotrand,Start,38190000.0
38964,Canada,Charles Tupper,FA,38190000.0
38965,India,Mirwaiz Maulvi Farooq,Stub,1400100000.0
38966,Canada,Errick Willis,C,38190000.0
38967,India,Kanaji Thakor,Stub,1400100000.0
38968,Canada,Hector-Louis Langevin,C,38190000.0
38969,Rwanda,Édouard Ngirente,Start,12952000.0
38970,Pakistan,Ghazan Marri,Stub,220940000.0
38971,Canada,Paul Joseph James Martin,C,38190000.0
38972,France,Maina Sage,Stub,64940000.0
38973,Vietnam,Đinh La Thăng,Start,96209000.0
38974,Dominican Republic,Abelardo Vicioso,Stub,10500000.0
38975,Sri Lanka,Ranjith Madduma Bandara,Stub,21937000.0
38976,Pakistan,Sardar Mir Badshah Qaisrani,Stub,220940000.0
38977,Italy,Michele Emiliano,Stub,60296000.0
38978,Nigeria,Ezenwo Nyesom Wike,C,206140000.0
38979,Rwanda,Vincent Biruta,Start,12952000.0
38980,Spain,Pero López de Ayala,C,47635000.0
38981,Bosnia-Herzegovina,Esad Kulović,Start,3281000.0
38983,China,Teng Xiu,Start,1402385000.0
38985,Australia,Leisha Harvey,C,25754000.0
38986,Armenia,Grigory Arutyunov,Stub,2956000.0
38988,Turkey,Cemîl Bayik,Start,83737000.0
38989,Ecuador,Otto Arosemena,Start,17511000.0
38990,Israel,Yulia Malinovsky,Start,9216000.0
38991,Japan,Iwakura Tomomi,C,125967000.0
38992,Switzerland,Wangpo Tethong,GA,8634000.0
38993,Venezuela,Jacqueline Faría,Start,28645000.0
38994,India,Political families of Haryana,Start,1400100000.0
38995,Tuvalu,Eselealofa Apinelu,Stub,10000.0
38996,Estonia,Artur Mägi,Stub,1331000.0
38997,Vietnam,Nguyễn Tôn Hoàn,C,96209000.0
38998,Estonia,Toivo Maimets,Start,1331000.0
38999,Iran,Eshaq Jahangiri,C,84150000.0
39000,Norway,Eskil Pedersen,GA,5387000.0
39002,United Arab Emirates,Crown Prince of Dubai,Stub,9778000.0
39003,Nigeria,Edward Ikem Okeke,Start,206140000.0
39004,United States,Bayard family,Start,329878000.0
39005,United States,Richard Ward Greene,Stub,329878000.0
39006,United States,Robert Brank Vance,Start,329878000.0
39007,Panama,Eric Arturo Delvalle,C,4283000.0
39008,Brazil,Rui Costa Pimenta,Stub,211812000.0
39009,Madagascar,Ranavalona III,FA,27691000.0
39010,France,Ugo Bernalicis,Stub,64940000.0
39011,India,Dilip Sarkar (Tripura politician),Stub,1400100000.0
39012,France,Jean Frydman,Start,64940000.0
39013,India,Subhash Chandra,C,1400100000.0
39014,India,Diba Chandra Hrangkhawl,Stub,1400100000.0
39015,Spain,Juan Armada y Losada,Stub,47635000.0
39016,Paraguay,Eligio Ayala,C,7255000.0
39018,Kuwait,Sabah Al-Ahmad Al-Jaber Al-Sabah,C,4691000.0
39019,Canada,Norman Kwong,C,38190000.0
39020,Spain,Cristóbal Oudrid,B,47635000.0
39021,Malawi,Vera Chirwa,C,19130000.0
39022,Seychelles,Vincent Meriton,Stub,98000.0
39023,Congo,Charles Assemekang,Stub,5518000.0
39024,United States,Misty Snow,Start,329878000.0
39025,Romania,Nicolae Iorga,FA,19241000.0
39030,New Zealand,Julius Vogel,C,4987000.0
39031,Tanzania,Seif Sharif Hamad,C,59734000.0
39032,Cameroon,Essomba Tsoungui Elie Victor,Stub,26598000.0
39033,Nepal,Laxmilal Chaudhary,Stub,29996000.0
39035,Spain,Jesús Posada,Start,47635000.0
39036,United States,Charles Woods (Alabama),C,329878000.0
39037,Pakistan,Sahibzada Muhammad Yaqoob,Stub,220940000.0
39038,Pakistan,Nusrat Bhutto,C,220940000.0
39039,Nepal,Phulmati Devi Chaudhari,Stub,29996000.0
39040,Russia,Aleksandr Shlyakhturov,Stub,146733000.0
39042,Japan,Empress Suiko,C,125967000.0
39043,Benin,Gabriel Lozès,Start,12209000.0
39045,Russia,Aleksei Shaposhnikov (politician),Start,146733000.0
39046,Russia,Domenty Kulumbegov,Stub,146733000.0
39047,Cuba,Carlos Saladrigas Zayas,Start,11281000.0
39048,Canada,Mark Adler (politician),Start,38190000.0
39049,Lithuania,Eugenijus Gentvilas,Stub,2794000.0
39050,Poland,Wiesław Chrzanowski,Start,38368000.0
39051,Palestinian Territory,Jamila Abdallah Taha al-Shanti,Stub,5008000.0
39052,Taiwan,Tseng Yung-chuan,Start,23610000.0
39053,Argentina,Esther Norma Arrostito,C,45377000.0
39054,Iran,Shaykh Ali Khan Zanganeh,Start,84150000.0
39055,Egypt,Moataz Abdel-Fattah,Start,100803000.0
39056,Egypt,Wahid Abdel Meguid,Start,100803000.0
39057,Egypt,Bahaa El-Din Abu Shoka,Start,100803000.0
39058,Egypt,Mohammad Salim Al-Awa,Stub,100803000.0
39059,Egypt,Khaled Azhari,Start,100803000.0
39060,Egypt,El-Sayyid el-Badawi,Stub,100803000.0
39061,Egypt,Mohamed Beltagy,Start,100803000.0
39062,Egypt,Mohammed Ali Beshr,Start,100803000.0
39063,Egypt,Essam el-Erian,Start,100803000.0
39064,Egypt,Farouk Gouida,Stub,100803000.0
39065,Egypt,Saad El-Katatni,C,100803000.0
39066,Egypt,Abou Elela Mady,Stub,100803000.0
39067,Egypt,Younes Makhioun,Start,100803000.0
39068,Egypt,Mohamed El-Sawy,Stub,100803000.0
39069,Egypt,Manar El-Shorbagy,Stub,100803000.0
39070,Egypt,Osama Yassin,Start,100803000.0
39071,Egypt,Mamdouh Shahin,Stub,100803000.0
39072,Egypt,Timeline of the Egyptian Crisis under Mohamed Morsi,GA,100803000.0
39073,Egypt,Mohamed Abou El-Ghar,Stub,100803000.0
39074,Egypt,Zakaria Azmi,Stub,100803000.0
39075,Egypt,Maher El-Beheiry,Stub,100803000.0
39076,Egypt,Mansour el-Essawy,Start,100803000.0
39077,Egypt,Rafik Habib,Start,100803000.0
39078,Egypt,Amr Hamzawy,C,100803000.0
39079,Egypt,Bothaina Kamel,Start,100803000.0
39080,Egypt,Haitham Mohamedain,Start,100803000.0
39081,Egypt,Sameh Naguib,Start,100803000.0
39082,Egypt,Ayman Nour,C,100803000.0
39083,Egypt,Samir Radwan,Start,100803000.0
39084,Egypt,Hala Shukrallah,Stub,100803000.0
39085,Egypt,Subhi Saleh,Stub,100803000.0
39086,Egypt,Omar Suleiman,B,100803000.0
39087,Egypt,Farouk Sultan,Stub,100803000.0
39088,Egypt,Mahmoud Wagdy,Stub,100803000.0
39089,Trinidad and Tobago,Martin Joseph,Stub,1369000.0
39090,Brazil,Rodrigo Maia,Start,211812000.0
39091,Thailand,Pongpol Adireksarn,Start,66534000.0
39092,Vietnam,Hoang Van Chi,C,96209000.0
39093,United States,Sean Eldridge,C,329878000.0
39094,Australia,Terry McCarthy (politician),Stub,25754000.0
39095,Cuba,Felipe Pérez Roque,Start,11281000.0
39096,Rwanda,Théodore Sindikubwabo,Start,12952000.0
39097,Bangladesh,Dipjol,Start,169809000.0
39098,Indonesia,Sophan Sophiaan,C,271739000.0
39099,Kenya,Harry Thuku,Start,53528000.0
39100,Australia,Elaine Carbines,C,25754000.0
39101,Latvia,Vaira Vīķe-Freiberga,C,1902000.0
39102,Spain,Hugo Oconór,C,47635000.0
39103,Albania,Rexhep Meidani,Start,2838000.0
39104,Vietnam,Phan Huy Quát,C,96209000.0
39105,Saudi Arabia,Adel Al Toraifi,Start,35041000.0
39106,Mexico,Alejandra del Moral Vela,Start,127792000.0
39107,Pakistan,Abdul Jabbar Khan,Start,220940000.0
39108,Portugal,Manuel António Lino,B,10255000.0
39109,Russia,Aleksandr Yefremov (politician),Start,146733000.0
39110,India,Yamuna Prasad Shastri,Stub,1400100000.0
39111,Iceland,Lúðvík Geirsson,Stub,368000.0
39112,United Kingdom,Paul Weston (politician),GA,67160000.0
39114,Australia,Jodeen Carney,C,25754000.0
39115,Australia,Independent politicians in Australia,B,25754000.0
39116,Australia,Frank Staniford,Start,25754000.0
39118,Russia,Alina Kabaeva,C,146733000.0
39119,Ireland,Seán Mac Eoin,C,5003000.0
39120,France,Robert Hue,C,64940000.0
39122,Australia,Lara Giddings,C,25754000.0
39124,Germany,Udo Pastörs,Start,83300000.0
39125,Australia,Vida Goldstein,C,25754000.0
39126,Pakistan,Humayun Saifullah Khan,Stub,220940000.0
39127,Russia,Pavel Zavalny,Stub,146733000.0
39128,Israel,Amir Ohana,Start,9216000.0
39129,Albania,Ledina Mandia,Start,2838000.0
39130,Russia,Eugen Rozvan,B,146733000.0
39131,Russia,Alexey Voyevoda,C,146733000.0
39132,Belgium,Tine Van Rompuy,Stub,11515000.0
39133,Sri Lanka,G. R. Motha,Stub,21937000.0
39134,Nigeria,Simi Johnson,C,206140000.0
39135,Mauritius,Eddy J. Changkye,C,1265000.0
39136,Hungary,Juraj Košút,C,9767000.0
39137,Indonesia,Retno Marsudi,Start,271739000.0
39138,United States,Benjamin Tillman,FA,329878000.0
39139,Dominica,Eugenia Charles,GA,72000.0
39140,South Africa,Eugenia Shi-Chia Chang,Start,59628000.0
39141,Sri Lanka,K. Kumaravelu,Stub,21937000.0
39142,United States,William C. Oates,C,329878000.0
39143,Sri Lanka,D. Ramanujam,Start,21937000.0
39144,Chile,Eugenio Pizarro,Stub,19470000.0
39145,Nigeria,Terhemen Tarzoor,Start,206140000.0
39146,Guinea,Eugène Camara,Start,12560000.0
39147,Japan,Scott Kawasaki,C,125967000.0
39148,South Africa,Baleka Mbete,C,59628000.0
39149,Kenya,Musalia Mudavadi,C,53528000.0
39150,Pakistan,Ghulam Murtaza Satti,Stub,220940000.0
39151,Pakistan,Syed Imran Ahmed,Stub,220940000.0
39152,Serbia,Milan Srškić,Stub,6957000.0
39153,Malawi,Eunice Kazembe,Start,19130000.0
39154,Russia,Vasily Piskarev,Stub,146733000.0
39155,Tunisia,Samia Abbou,Stub,11896000.0
39156,China,Lu Kai,Stub,1402385000.0
39158,China,Zhang Zhao,Start,1402385000.0
39159,Sweden,Paula Bieler,Stub,10377000.0
39160,Rwanda,Juvénal Habyarimana,C,12952000.0
39161,Kenya,Wambui Otieno,Start,53528000.0
39162,Egypt,Mohammed Mahdi Akef,C,100803000.0
39163,Somalia,Yasin Mire Mohamud,Stub,15893000.0
39164,Germany,Alfred Roth,B,83300000.0
39165,Bulgaria,John Casimir Ehrnrooth,Start,6927000.0
39166,Uganda,Paulo Muwanga,Start,45741000.0
39167,Brazil,José Antonio Medeiros,Stub,211812000.0
39168,France,Sébastien Chenu,Stub,64940000.0
39170,France,Nathalie Elimas,Stub,64940000.0
39171,Russia,Valery Boldin,Start,146733000.0
39172,France,Guillaume Vuilletet,Stub,64940000.0
39173,Italy,Nicolò Sagredo,Start,60296000.0
39174,Russia,Olga Savastianova,Stub,146733000.0
39175,Italy,Marco Foscarini,Stub,60296000.0
39176,Ukraine,Viktor Yushchenko,B,41778000.0
39177,Croatia,Tihomir Orešković,GA,4020000.0
39178,Russia,Yakov Sverdlov,C,146733000.0
39179,New Zealand,Russel Norman,C,4987000.0
39180,Equatorial Guinea,Bonifacio Ondó Edu,Stub,1403000.0
39181,Ireland,Brian Lenihan Snr,C,5003000.0
39182,United States,Delano family,C,329878000.0
